model,size,angle_deg,L_k,L_low,L_high,q,p,matched_bpp
mbt2018-mean,512x512,90.0,0.1188764576092584,0.043595164075094,0.3685907262456813,6.0,,0
mbt2018,512x512,0.0,0.1149701953677654,0.1236182569926625,0.3296355006978625,6.0,,0
mbt2018,512x512,15.0,0.0822623656213963,0.0399882973222872,0.1422872666248659,6.0,,0
mbt2018,512x512,30.0,0.0613668396722393,0.0413486640660993,0.4363230261523494,6.0,,0
mbt2018,512x512,45.0,0.0622216236638806,0.0380073713770143,0.4276852948154996,6.0,,0
mbt2018,512x512,60.0,0.0523692295336799,0.0291728729882172,0.0887883334996074,6.0,,0
mbt2018,512x512,75.0,0.0639139731270676,0.0578820984037729,0.0988637429694754,6.0,,0
mbt2018,512x512,90.0,0.1135343756746613,0.1269175188625794,0.3287193953771382,6.0,,0
jpeg,512x512,0.0,0.0003560928844724,0.0002152946927468,0.0004124014804202,6.0,,0
jpeg,512x512,15.0,0.0002990360041709,0.0002481610304279,0.0004246043107312,6.0,,0
jpeg,512x512,30.0,0.0003113326860044,0.00029239658394,0.0003202678467636,6.0,,0
jpeg,512x512,45.0,0.0003440870646635,0.00022557649352,0.0003888525917431,6.0,,0
jpeg,512x512,60.0,0.0003098901249097,0.0002594373501435,0.0004318158611237,6.0,,0
jpeg,512x512,75.0,0.000327005572652,0.0002957603435441,0.0003506967909241,6.0,,0
jpeg,512x512,90.0,0.0003506636583098,0.000219883665601,0.0004061648074845,6.0,,0
jpegxl,512x512,0.0,0.0005907386988122,0.0005349020598984,0.0006966253860471,6.0,,0
jpegxl,512x512,15.0,0.0007217930068986,0.00054558940124,0.0009416210684725,6.0,,0
jpegxl,512x512,30.0,0.0006880201773277,0.0006367918732399,0.0007859993753324,6.0,,0
jpegxl,512x512,45.0,0.0006283967750728,0.000560194120657,0.0007239715268807,6.0,,0
jpegxl,512x512,60.0,0.0006940230376067,0.0005414019023888,0.0009390482560626,6.0,,0
jpegxl,512x512,75.0,0.0006439397396783,0.000633358823561,0.0007694859203791,6.0,,0
jpegxl,512x512,90.0,0.0006040890688885,0.0005608358528085,0.0006098576442531,6.0,,0
webp,512x512,0.0,0.0002441841680442,0.0001982853093549,0.0002453808069681,6.0,,0
webp,512x512,15.0,0.0002364670272108,0.0002175275270716,0.0002569007574461,6.0,,0
webp,512x512,30.0,0.0002370117312566,0.0002434118497579,0.0002328273565968,6.0,,0
webp,512x512,45.0,0.0002497946258497,0.0002067605569987,0.0002394892488698,6.0,,0
webp,512x512,60.0,0.0002415000670859,0.0002115739416134,0.0002666794788428,6.0,,0
webp,512x512,75.0,0.0002388846662159,0.0002379363791654,0.0002395882903017,6.0,,0
webp,512x512,90.0,0.0002432772753594,0.0002030134898727,0.0002402629492109,6.0,,0
ftic,1024x1024,0.0,0.0173750115083902,0.0129800935954107,0.0421936255669785,1.0,,0
ftic,1024x1024,15.0,0.0170197013743345,0.014672201641942,0.02120575440047,1.0,,0
ftic,1024x1024,30.0,0.0167299204599468,0.0156042394798847,0.0229167159679021,1.0,,0
ftic,1024x1024,45.0,0.0191079762226406,0.0141480632394183,0.0448436004786643,1.0,,0
ftic,1024x1024,60.0,0.0179471807407756,0.0168403292766237,0.028401863974259,1.0,,0
ftic,1024x1024,75.0,0.0171707444077871,0.0147437683656668,0.0204043337761515,1.0,,0
ftic,1024x1024,90.0,0.0173123925138602,0.012796757377089,0.0420317708158176,1.0,,0
cheng2020-anchor,1024x1024,0.0,0.7259198241380764,0.1944963869600504,0.8555954772635406,1.0,,0
cheng2020-anchor,1024x1024,15.0,0.3007944095979621,0.2722269300665845,0.9721155599820068,1.0,,0
cheng2020-anchor,1024x1024,30.0,0.4704974184930392,0.3079990354592649,0.8220556924635253,1.0,,0
cheng2020-anchor,1024x1024,45.0,0.4898419253355881,0.1425356378882778,0.9030579873774428,1.0,,0
cheng2020-anchor,1024x1024,60.0,0.2738460203804049,0.2711057709115592,0.9099056697806528,1.0,,0
cheng2020-anchor,1024x1024,75.0,0.4994533869164579,0.4660970879307979,0.5240081664816704,1.0,,0
cheng2020-anchor,1024x1024,90.0,0.721679175451996,0.1942463735638598,0.8498041001532953,1.0,,0
cheng2020-attn,1024x1024,0.0,0.5693354203432693,0.1505533481806621,0.8299373786780624,1.0,,0
cheng2020-attn,1024x1024,15.0,0.2879005294245921,0.2616369216559146,0.9529701968646036,1.0,,0
cheng2020-attn,1024x1024,30.0,0.5072442961609193,0.3798676981012269,0.7602618898741744,1.0,,0
cheng2020-attn,1024x1024,45.0,0.5342214428440875,0.1039597230489148,0.8828698133601054,1.0,,0
cheng2020-attn,1024x1024,60.0,0.2622593020323465,0.2501862804055043,0.9203006456654484,1.0,,0
cheng2020-attn,1024x1024,75.0,0.4178498389428876,0.3643124045953626,0.5850481165367708,1.0,,0
cheng2020-attn,1024x1024,90.0,0.5694047971174678,0.148701153566914,0.8259389840787505,1.0,,0
bmshj2018-factorized,1024x1024,0.0,0.9937331047193714,0.7410538125313995,0.9999954427460224,1.0,,0
bmshj2018-factorized,1024x1024,15.0,0.9732889919406682,0.692431153646291,0.9956165029186024,1.0,,0
bmshj2018-factorized,1024x1024,30.0,0.9369299793219414,0.7753541622060209,0.9637754481343525,1.0,,0
bmshj2018-factorized,1024x1024,45.0,0.9610642139760728,0.7458977521431851,0.978157719878708,1.0,,0
bmshj2018-factorized,1024x1024,60.0,0.9997815395844905,0.7031175548357624,0.999995019141992,1.0,,0
bmshj2018-factorized,1024x1024,75.0,0.9963851948248416,0.7742838373977421,0.9999942720874838,1.0,,0
bmshj2018-factorized,1024x1024,90.0,0.9929488297180388,0.7418119745185578,0.999160868615064,1.0,,0
bmshj2018-hyperprior,1024x1024,0.0,0.8867998117347049,0.502710083278005,0.9989240548358302,1.0,,0
bmshj2018-hyperprior,1024x1024,15.0,0.9634609798729192,0.5577991413550226,0.9997237666599748,1.0,,0
bmshj2018-hyperprior,1024x1024,30.0,0.7975778758818102,0.5760684386157433,0.9110572454512056,1.0,,0
bmshj2018-hyperprior,1024x1024,45.0,0.8523051321685828,0.4668580470337614,0.981924969227394,1.0,,0
bmshj2018-hyperprior,1024x1024,60.0,0.8546919855172568,0.5382603149419152,0.999964075820128,1.0,,0
bmshj2018-hyperprior,1024x1024,75.0,0.8119507505503407,0.7308227341104293,0.9999756558284196,1.0,,0
bmshj2018-hyperprior,1024x1024,90.0,0.8878159040051482,0.5049913409201802,0.9962585960695532,1.0,,0
mbt2018-mean,1024x1024,0.0,0.818467510129518,0.4506105390096852,0.996933102135337,1.0,,0
mbt2018-mean,1024x1024,15.0,0.7860499836930734,0.4738826538295121,0.9939363219525652,1.0,,0
mbt2018-mean,1024x1024,30.0,0.6763834123063016,0.5336257441990736,0.9094406943752052,1.0,,0
mbt2018-mean,1024x1024,45.0,0.8129629276259654,0.5422724978759121,0.9471163326997984,1.0,,0
mbt2018-mean,1024x1024,60.0,0.794151556506494,0.4792211682816847,0.9999698315194308,1.0,,0
mbt2018-mean,1024x1024,75.0,0.7396753704895095,0.5235962958875758,0.9997328846494696,1.0,,0
mbt2018-mean,1024x1024,90.0,0.8131970491920155,0.4504185066043574,0.99542808025263,1.0,,0
mbt2018,1024x1024,0.0,0.7223393953651291,0.4062726129264528,0.9931429655646116,1.0,,0
mbt2018,1024x1024,15.0,0.6533829645028173,0.4220397583218212,0.9932290242035486,1.0,,0
mbt2018,1024x1024,30.0,0.67253671093791,0.4716964006553716,0.9893352854015016,1.0,,0
mbt2018,1024x1024,45.0,0.7037928623363106,0.4653124588586182,0.9850799099777352,1.0,,0
mbt2018,1024x1024,60.0,0.6787584890556184,0.4489193242373826,0.9992321170328646,1.0,,0
mbt2018,1024x1024,75.0,0.693755146818403,0.4354835140301655,0.99995113087733,1.0,,0
mbt2018,1024x1024,90.0,0.7275935985257865,0.4057804352456045,0.992536588289427,1.0,,0
jpeg,1024x1024,0.0,0.0593433956299627,0.0199651120306921,0.1043006148608061,1.0,,0
jpeg,1024x1024,15.0,0.0357099784954123,0.0301954770074062,0.091863607317292,1.0,,0
jpeg,1024x1024,30.0,0.0474650889885346,0.045536964951597,0.0464903930597347,1.0,,0
jpeg,1024x1024,45.0,0.0611496883407103,0.0208320916839103,0.0951452273715059,1.0,,0
jpeg,1024x1024,60.0,0.0379595847951757,0.0314269255477977,0.0984742739100445,1.0,,0
jpeg,1024x1024,75.0,0.0505054719610849,0.0448810023987325,0.0549133593746013,1.0,,0
jpeg,1024x1024,90.0,0.0591805870461178,0.020064555581952,0.1032898291451686,1.0,,0
jpegxl,1024x1024,0.0,0.0063767021238352,0.0037674400712215,0.0103461125579347,1.0,,0
jpegxl,1024x1024,15.0,0.0073223623363429,0.0069766446373392,0.0160139361690647,1.0,,0
jpegxl,1024x1024,30.0,0.0073665529645398,0.0078645893622775,0.0110282299336339,1.0,,0
jpegxl,1024x1024,45.0,0.0077383864126179,0.0048691405478072,0.0130629249208777,1.0,,0
jpegxl,1024x1024,60.0,0.0075099853556911,0.0065686144959162,0.0151002048141735,1.0,,0
jpegxl,1024x1024,75.0,0.0074969978927896,0.0079433212129518,0.0107191199393673,1.0,,0
jpegxl,1024x1024,90.0,0.0065847345651988,0.0040298355371086,0.0051180511957622,1.0,,0
webp,1024x1024,0.0,0.0163240532305325,0.0086160999190308,0.0166961248806635,1.0,,0
webp,1024x1024,15.0,0.0134833165130637,0.0108598637622342,0.0194791758083526,1.0,,0
webp,1024x1024,30.0,0.0142081907589924,0.0151942531698803,0.0128640267851247,1.0,,0
webp,1024x1024,45.0,0.0166280752470618,0.008317164322406,0.016469490160843,1.0,,0
webp,1024x1024,60.0,0.0131845855742179,0.0104745340231901,0.0197313278528455,1.0,,0
webp,1024x1024,75.0,0.0145015606719949,0.0152302943083044,0.0134355619457417,1.0,,0
webp,1024x1024,90.0,0.0165112929536095,0.0085739866502948,0.0166864074011398,1.0,,0
ftic,1024x1024,0.0,0.0118809600316294,0.0087645271387689,0.0461341697788842,2.0,,0
ftic,1024x1024,15.0,0.0120967063370343,0.0100293862071901,0.0165857969345616,2.0,,0
ftic,1024x1024,30.0,0.0124661217747463,0.0114631586045707,0.0163286325222979,2.0,,0
ftic,1024x1024,45.0,0.0139998495145717,0.0111445682983013,0.0459311816653317,2.0,,0
ftic,1024x1024,60.0,0.0136406117797369,0.0120021085904295,0.0213880164672389,2.0,,0
ftic,1024x1024,75.0,0.013683228726446,0.0086240073577026,0.0198090398630119,2.0,,0
ftic,1024x1024,90.0,0.0118801308344745,0.0086388120292613,0.0452992307904419,2.0,,0
cheng2020-anchor,1024x1024,0.0,0.6787635986834826,0.1777646153931975,0.8469662939237158,2.0,,0
cheng2020-anchor,1024x1024,15.0,0.2908843993265972,0.2499228551032903,0.9662699498886596,2.0,,0
cheng2020-anchor,1024x1024,30.0,0.4695389926233922,0.3634697365025491,0.847683362845312,2.0,,0
cheng2020-anchor,1024x1024,45.0,0.4971198855206934,0.0952214698097184,0.9188572150105394,2.0,,0
cheng2020-anchor,1024x1024,60.0,0.2588100703897856,0.2543989563368322,0.929472013047966,2.0,,0
cheng2020-anchor,1024x1024,75.0,0.4550100078458013,0.4277544779907156,0.4809660110141945,2.0,,0
cheng2020-anchor,1024x1024,90.0,0.675521840096215,0.1791991302207721,0.8421882720924951,2.0,,0
cheng2020-attn,1024x1024,0.0,0.5294245440971002,0.1838720368129815,0.8543654582437261,2.0,,0
cheng2020-attn,1024x1024,15.0,0.2734865164975219,0.2227801873265367,0.921385028546174,2.0,,0
cheng2020-attn,1024x1024,30.0,0.4667128001730853,0.3527302187515441,0.805029036016474,2.0,,0
cheng2020-attn,1024x1024,45.0,0.4921547253441093,0.1213054574151888,0.8583693043503972,2.0,,0
cheng2020-attn,1024x1024,60.0,0.2751259273138333,0.2590828508977124,0.919839921545909,2.0,,0
cheng2020-attn,1024x1024,75.0,0.4282541698533185,0.3539951429176124,0.5643876111951672,2.0,,0
cheng2020-attn,1024x1024,90.0,0.5328653598874652,0.1785456664124742,0.8545143321041915,2.0,,0
bmshj2018-factorized,1024x1024,0.0,0.9617977305110392,0.6658846639764329,0.9999624176269466,2.0,,0
bmshj2018-factorized,1024x1024,15.0,0.9688808590682124,0.6229716265428407,0.9879869922654,2.0,,0
bmshj2018-factorized,1024x1024,30.0,0.945941494950761,0.6906032574992637,0.9741820154531264,2.0,,0
bmshj2018-factorized,1024x1024,45.0,0.9471208879397712,0.6290896563834136,0.9824383530385988,2.0,,0
bmshj2018-factorized,1024x1024,60.0,0.9969051562804438,0.6291930107132927,0.999957647063492,2.0,,0
bmshj2018-factorized,1024x1024,75.0,0.9330822872547018,0.7174828223979034,0.9999795842184438,2.0,,0
bmshj2018-factorized,1024x1024,90.0,0.9620705873647072,0.6683924015274297,0.998390299623965,2.0,,0
bmshj2018-hyperprior,1024x1024,0.0,0.6593197773265638,0.3083976743483375,0.9844295300974942,2.0,,0
bmshj2018-hyperprior,1024x1024,15.0,0.6105903695936776,0.4295742249881,0.9369589270367378,2.0,,0
bmshj2018-hyperprior,1024x1024,30.0,0.6843435645479482,0.5141604207843391,0.9692331508141636,2.0,,0
bmshj2018-hyperprior,1024x1024,45.0,0.8138740910780363,0.5857175146833178,0.972839156693066,2.0,,0
bmshj2018-hyperprior,1024x1024,60.0,0.802155942486386,0.4767053024137619,0.9980988695431106,2.0,,0
bmshj2018-hyperprior,1024x1024,75.0,0.6693643435834769,0.4403801822820643,0.9882209804187976,2.0,,0
bmshj2018-hyperprior,1024x1024,90.0,0.6553379855339325,0.3214469883997878,0.9815966900143074,2.0,,0
mbt2018-mean,1024x1024,0.0,0.6418396619785447,0.340848558519467,0.9761810754596107,2.0,,0
mbt2018-mean,1024x1024,15.0,0.652834760884021,0.3831200078719017,0.9971562317119768,2.0,,0
mbt2018-mean,1024x1024,30.0,0.6508380193747552,0.5829479572401021,0.9759850876949248,2.0,,0
mbt2018-mean,1024x1024,45.0,0.7388032302063194,0.4170442348163827,0.974180596903386,2.0,,0
mbt2018-mean,1024x1024,60.0,0.7182309843692409,0.4744900173639328,0.9982797556371894,2.0,,0
mbt2018-mean,1024x1024,75.0,0.6126488725961077,0.4242760041236451,0.9771008868698008,2.0,,0
mbt2018-mean,1024x1024,90.0,0.6342301718055134,0.3530902602330567,0.9714618208537428,2.0,,0
mbt2018,1024x1024,0.0,0.61848661932642,0.2913568094843097,0.9136284209023924,2.0,,0
mbt2018,1024x1024,15.0,0.5170459904812265,0.325368181738214,0.9739773861354952,2.0,,0
mbt2018,1024x1024,30.0,0.555876029412502,0.450958548813328,0.9108777001736236,2.0,,0
mbt2018,1024x1024,45.0,0.672735122574545,0.3305668768568072,0.9512480377070494,2.0,,0
mbt2018,1024x1024,60.0,0.6287851165733986,0.3610789835521928,0.9710549944495626,2.0,,0
mbt2018,1024x1024,75.0,0.6134618638110616,0.41543562114022,0.9229661692362964,2.0,,0
mbt2018,1024x1024,90.0,0.6195208433361064,0.2964293252704492,0.914667518663186,2.0,,0
webp,1024x1024,0.0,0.0084900365299307,0.0049693033998364,0.008561552183337,2.0,,0
webp,1024x1024,15.0,0.0072823512011304,0.0060323212014023,0.0099496542190186,2.0,,0
webp,1024x1024,30.0,0.0075778913178718,0.0080905748601274,0.0070655653243838,2.0,,0
webp,1024x1024,45.0,0.0085250289262424,0.0048323930677968,0.0082103258883259,2.0,,0
webp,1024x1024,60.0,0.0071191704189719,0.0058080964301679,0.0102220629880681,2.0,,0
webp,1024x1024,75.0,0.0077889010653668,0.0080669435723128,0.0072696973934671,2.0,,0
webp,1024x1024,90.0,0.0084721049715309,0.0049202476613835,0.0084139285315431,2.0,,0
jpegxl,1024x1024,0.0,0.0047160763106066,0.0028684035792291,0.0075430412216728,2.0,,0
jpegxl,1024x1024,15.0,0.0054113793285251,0.0047747101779017,0.0112425555522336,2.0,,0
jpegxl,1024x1024,30.0,0.0050004783971926,0.0056243819501031,0.007066224709326,2.0,,0
jpegxl,1024x1024,45.0,0.0057230309188571,0.0034722514443065,0.0090659162831694,2.0,,0
jpegxl,1024x1024,60.0,0.0051755611548367,0.0043178084814084,0.0100748701364988,2.0,,0
jpegxl,1024x1024,75.0,0.0052702878939994,0.0059915900633569,0.0073616181757295,2.0,,0
jpegxl,1024x1024,90.0,0.0048283230327694,0.0027875425712497,0.0045180491115662,2.0,,0
jpeg,1024x1024,0.0,0.0270385962016067,0.0093787360131213,0.0428770053981205,2.0,,0
jpeg,1024x1024,15.0,0.0164250654718539,0.0137416776822624,0.039265162212916,2.0,,0
jpeg,1024x1024,30.0,0.0209291190893614,0.0212438427795469,0.0199519677147391,2.0,,0
jpeg,1024x1024,45.0,0.0269717029659292,0.0095969073956764,0.0395078837568962,2.0,,0
jpeg,1024x1024,60.0,0.0171248808098048,0.0139955336266087,0.0421447311295519,2.0,,0
jpeg,1024x1024,75.0,0.0215892727007009,0.0206533739705253,0.0225333712491862,2.0,,0
jpeg,1024x1024,90.0,0.0266395389728445,0.0093611868001228,0.042487233961081,2.0,,0
ftic,1024x1024,0.0,0.0087869896512562,0.0057941880202063,0.0439011153989343,3.0,,0
ftic,1024x1024,15.0,0.0081058855251467,0.0061215738469875,0.0120723518204403,3.0,,0
ftic,1024x1024,30.0,0.0081465694392698,0.0061241607440419,0.011916238186307,3.0,,0
ftic,1024x1024,45.0,0.0090265863298898,0.0062160560670794,0.0358615845004287,3.0,,0
ftic,1024x1024,60.0,0.008282791706683,0.0080649596942289,0.0139425322320047,3.0,,0
ftic,1024x1024,75.0,0.0095456363038495,0.00565380874619,0.0133242672449096,3.0,,0
ftic,1024x1024,90.0,0.0085525829829448,0.0058531678064185,0.0376221024384627,3.0,,0
cheng2020-anchor,1024x1024,0.0,0.6688874253978678,0.1704763553136535,0.7838467916092735,3.0,,0
cheng2020-anchor,1024x1024,15.0,0.2564353806849435,0.2218704280919972,0.9527666326641312,3.0,,0
cheng2020-anchor,1024x1024,30.0,0.4221758137988023,0.4090940661590684,0.8243874248140127,3.0,,0
cheng2020-anchor,1024x1024,45.0,0.4707161388289467,0.0885899136986636,0.8724688568191579,3.0,,0
cheng2020-anchor,1024x1024,60.0,0.2476329284225698,0.2115579674434602,0.8603238218576401,3.0,,0
cheng2020-anchor,1024x1024,75.0,0.4230255588448837,0.4292768400635341,0.4952758271494025,3.0,,0
cheng2020-anchor,1024x1024,90.0,0.6713536427053095,0.1782182510736614,0.7735475891484829,3.0,,0
cheng2020-attn,1024x1024,0.0,0.5003078942115771,0.1412453448124345,0.8329214751753924,3.0,,0
cheng2020-attn,1024x1024,15.0,0.2505658647072922,0.2225926302749523,0.9044681867713608,3.0,,0
cheng2020-attn,1024x1024,30.0,0.454628362035842,0.3548631628214406,0.7420538130725147,3.0,,0
cheng2020-attn,1024x1024,45.0,0.5241110185176445,0.1054828711204538,0.8592535808225215,3.0,,0
cheng2020-attn,1024x1024,60.0,0.2437592406540525,0.232735567341646,0.9225604872668548,3.0,,0
cheng2020-attn,1024x1024,75.0,0.3988029890860148,0.3339463761184115,0.5089554469860811,3.0,,0
cheng2020-attn,1024x1024,90.0,0.5022743915122908,0.1314587977810817,0.8373053167698608,3.0,,0
bmshj2018-factorized,1024x1024,0.0,0.8769510624175184,0.5377501325964427,0.9996469959447088,3.0,,0
bmshj2018-factorized,1024x1024,15.0,0.9395493459188446,0.5402307145800644,0.9857537458438654,3.0,,0
bmshj2018-factorized,1024x1024,30.0,0.8700053559622554,0.644675194777375,0.9437525447049704,3.0,,0
bmshj2018-factorized,1024x1024,45.0,0.8985848362413926,0.5675911731192324,0.9851853939135936,3.0,,0
bmshj2018-factorized,1024x1024,60.0,0.9542470128373262,0.530693182360293,0.9999472185669602,3.0,,0
bmshj2018-factorized,1024x1024,75.0,0.8691811603517362,0.6337545091701187,0.999956110802359,3.0,,0
bmshj2018-factorized,1024x1024,90.0,0.881399082763699,0.5418987768434959,0.998124729039042,3.0,,0
bmshj2018-hyperprior,1024x1024,0.0,0.5762532446780839,0.2193804647941252,0.8718977910794571,3.0,,0
bmshj2018-hyperprior,1024x1024,15.0,0.3573160249008569,0.2907699917695953,0.9452621332269469,3.0,,0
bmshj2018-hyperprior,1024x1024,30.0,0.5212931008296282,0.3411727157649008,0.8162548897556277,3.0,,0
bmshj2018-hyperprior,1024x1024,45.0,0.6190492787667519,0.4872949070528877,0.9045907121795206,3.0,,0
bmshj2018-hyperprior,1024x1024,60.0,0.61391211921745,0.3026628382231159,0.9182611025165736,3.0,,0
bmshj2018-hyperprior,1024x1024,75.0,0.5025879611097019,0.3710647096610982,0.9205129297661072,3.0,,0
bmshj2018-hyperprior,1024x1024,90.0,0.5715321103001949,0.2186123426610341,0.8763315731676409,3.0,,0
mbt2018-mean,1024x1024,0.0,0.454094136395782,0.2127795424936428,0.8485568523417027,3.0,,0
mbt2018-mean,1024x1024,15.0,0.3021482586320501,0.2439660269530577,0.9166875534952874,3.0,,0
mbt2018-mean,1024x1024,30.0,0.474972194938463,0.415846896570973,0.7763646333220259,3.0,,0
mbt2018-mean,1024x1024,45.0,0.5726524374928117,0.3586976592086495,0.9110459826636368,3.0,,0
mbt2018-mean,1024x1024,60.0,0.2606774786165577,0.223714433702816,0.8807804717801291,3.0,,0
mbt2018-mean,1024x1024,75.0,0.4037513106548265,0.2897031366338175,0.9007078943236032,3.0,,0
mbt2018-mean,1024x1024,90.0,0.4660413654982547,0.2146368480828123,0.8498029554762276,3.0,,0
mbt2018,1024x1024,0.0,0.6891955106641527,0.2745664483672883,0.8666937570489255,3.0,,0
mbt2018,1024x1024,15.0,0.5815186369060146,0.4669974021546267,0.88771951461127,3.0,,0
mbt2018,1024x1024,30.0,0.6831002428876896,0.6794308091600206,0.7677540561274669,3.0,,0
mbt2018,1024x1024,45.0,0.7791249941991909,0.2616981729987203,0.9185554939571948,3.0,,0
mbt2018,1024x1024,60.0,0.3709471833036189,0.3053509919928194,0.9031420167481168,3.0,,0
mbt2018,1024x1024,75.0,0.523196938819338,0.4544006205765757,0.7491491715947523,3.0,,0
mbt2018,1024x1024,90.0,0.6991707066147315,0.2769284099694316,0.8667659359635786,3.0,,0
jpegxl,1024x1024,0.0,0.0028580685097167,0.001806869932566,0.0043006137594956,3.0,,0
jpegxl,1024x1024,15.0,0.0031065143940166,0.0026521951867101,0.006056295940888,3.0,,0
jpegxl,1024x1024,30.0,0.0029593663833961,0.0032717300437531,0.0039825121430824,3.0,,0
jpegxl,1024x1024,45.0,0.003212955444789,0.002045719324353,0.0049472294599603,3.0,,0
jpegxl,1024x1024,60.0,0.0030066287317603,0.0024489112207387,0.0057817964287163,3.0,,0
jpegxl,1024x1024,75.0,0.0029691864495179,0.0033911322535619,0.0040055508699066,3.0,,0
jpegxl,1024x1024,90.0,0.0029087080876112,0.0015751580244775,0.0030918841335241,3.0,,0
webp,1024x1024,0.0,0.0056096719343728,0.0033710042695822,0.0056412971965226,3.0,,0
webp,1024x1024,15.0,0.0047745880196499,0.0040144558788171,0.0062379036154882,3.0,,0
webp,1024x1024,30.0,0.0049436715955394,0.0051943330329046,0.0046687314603156,3.0,,0
webp,1024x1024,45.0,0.0055066131316944,0.0033206208441064,0.0053078689297666,3.0,,0
webp,1024x1024,60.0,0.0047858514931598,0.0039244592802269,0.0064837491456463,3.0,,0
webp,1024x1024,75.0,0.0049753481793289,0.0051067513077754,0.0047153394661305,3.0,,0
webp,1024x1024,90.0,0.0054819070228516,0.0033453922135606,0.0054248274437841,3.0,,0
jpeg,1024x1024,0.0,0.0159930642284423,0.0058238669498656,0.0238595214937173,3.0,,0
jpeg,1024x1024,15.0,0.0104343103883136,0.0086019605509924,0.0225735479772117,3.0,,0
jpeg,1024x1024,30.0,0.0127991716300508,0.0128920139857418,0.012062291950999,3.0,,0
jpeg,1024x1024,45.0,0.0159203408077658,0.0061258292496271,0.0219812883497333,3.0,,0
jpeg,1024x1024,60.0,0.0108219847053263,0.0086282971849108,0.0239440539807149,3.0,,0
jpeg,1024x1024,75.0,0.012995897657764,0.0124903723373499,0.0134326184024224,3.0,,0
jpeg,1024x1024,90.0,0.0161902796208203,0.0058936707610908,0.0239329468829926,3.0,,0
ftic,1024x1024,0.0,0.0059811380568015,0.0037211256214338,0.0509518978195105,4.0,,0
ftic,1024x1024,15.0,0.0051437256375879,0.003667085262673,0.0087751263307382,4.0,,0
ftic,1024x1024,30.0,0.0052912022452817,0.0039780212083193,0.0075884927530903,4.0,,0
ftic,1024x1024,45.0,0.0065294598776974,0.0039864941429922,0.0397896097308091,4.0,,0
ftic,1024x1024,60.0,0.0056457563633255,0.0047300714854861,0.0101182394011117,4.0,,0
ftic,1024x1024,75.0,0.0065644332938357,0.0041056570791057,0.0091978064998782,4.0,,0
ftic,1024x1024,90.0,0.0060625938198307,0.0037735090410756,0.040168923841766,4.0,,0
cheng2020-anchor,1024x1024,0.0,0.9689321992593436,0.7596718142144991,0.6305492894736365,4.0,,0
cheng2020-anchor,1024x1024,15.0,0.9993578103883723,0.9167231679969746,0.9993026111738053,4.0,,0
cheng2020-anchor,1024x1024,30.0,0.999190107023094,0.5521559023560043,0.999158411360524,4.0,,0
cheng2020-anchor,1024x1024,45.0,0.9970540007063852,0.6914084258998991,0.997443604542774,4.0,,0
cheng2020-anchor,1024x1024,60.0,0.9933431271549668,0.8506416335558891,0.8958265573040082,4.0,,0
cheng2020-anchor,1024x1024,75.0,0.9894969004681484,0.9489939273045592,0.4181338490748273,4.0,,0
cheng2020-anchor,1024x1024,90.0,0.992584247973138,0.6497551528289811,0.6670209840759354,4.0,,0
cheng2020-attn,1024x1024,0.0,0.3507544770588341,0.0445633141082611,0.6626355141639336,4.0,,0
cheng2020-attn,1024x1024,15.0,0.0943203174485642,0.0838688794917663,0.676794597698597,4.0,,0
cheng2020-attn,1024x1024,30.0,0.1471993055520487,0.0712396469176515,0.3317161739017263,4.0,,0
cheng2020-attn,1024x1024,45.0,0.1887694936492572,0.0253783884613403,0.577302375912756,4.0,,0
cheng2020-attn,1024x1024,60.0,0.073795718386878,0.0757107932741601,0.4169877847545873,4.0,,0
cheng2020-attn,1024x1024,75.0,0.1968392150619895,0.1793372850545928,0.1624829491992341,4.0,,0
cheng2020-attn,1024x1024,90.0,0.3436047147767445,0.0395260968443475,0.6488073856260976,4.0,,0
bmshj2018-factorized,1024x1024,0.0,0.7801917683650055,0.3870542261079089,0.9875145254984689,4.0,,0
bmshj2018-factorized,1024x1024,15.0,0.7664299083983327,0.4488683277261044,0.9587548793949392,4.0,,0
bmshj2018-factorized,1024x1024,30.0,0.6579361160519581,0.5061563302034167,0.9690969995534676,4.0,,0
bmshj2018-factorized,1024x1024,45.0,0.7556715720194108,0.4119259930237936,0.973637383435497,4.0,,0
bmshj2018-factorized,1024x1024,60.0,0.8801838450719606,0.435014641019123,0.9994430548007548,4.0,,0
bmshj2018-factorized,1024x1024,75.0,0.6355396920833735,0.4660794194451881,0.9815526633711802,4.0,,0
bmshj2018-factorized,1024x1024,90.0,0.7767812581131812,0.3904131861204074,0.9853495424717968,4.0,,0
bmshj2018-hyperprior,1024x1024,0.0,0.4420362773486526,0.1525031549987516,0.7634289672981798,4.0,,0
bmshj2018-hyperprior,1024x1024,15.0,0.2454461489905779,0.1820044985619167,0.8135627933448566,4.0,,0
bmshj2018-hyperprior,1024x1024,30.0,0.3345673815834889,0.2509566885312459,0.5744932912386895,4.0,,0
bmshj2018-hyperprior,1024x1024,45.0,0.4504920307321892,0.2479227220022658,0.8015644139370395,4.0,,0
bmshj2018-hyperprior,1024x1024,60.0,0.2056030657248484,0.1726968916875012,0.7430242333505004,4.0,,0
bmshj2018-hyperprior,1024x1024,75.0,0.3763780419409024,0.3176646553944804,0.6594053585566422,4.0,,0
