model,size,angle_deg,L_k,L_low,L_high,q,p,matched_bpp
jpegxl,256x256,90.0,0.0024817810487516,0.0018193502139699,0.0023723051853709,4.0,,0
ftic,256x256,0.0,0.0048125854819397,0.0024373241275346,0.0394404696288799,5.0,,0
ftic,256x256,15.0,0.0039696313050178,0.0027251156377342,0.0082832581690872,5.0,,0
ftic,256x256,30.0,0.0039385796201474,0.0032439887214558,0.0059131819814667,5.0,,0
ftic,256x256,45.0,0.0055800963699311,0.0028341514118793,0.037375529144519,5.0,,0
ftic,256x256,60.0,0.0042154252296722,0.0035853994158586,0.0098242135528617,5.0,,0
ftic,256x256,75.0,0.0051782484190029,0.0032073043469961,0.0071718828933367,5.0,,0
ftic,256x256,90.0,0.0046828198127372,0.0026418738288858,0.0374572762779469,5.0,,0
cheng2020-anchor,256x256,0.0,0.5498704704652542,0.0625396011378145,0.5725102541622797,5.0,,0
cheng2020-anchor,256x256,15.0,0.964258674033266,0.1979758354738462,0.971008924416788,5.0,,0
cheng2020-anchor,256x256,30.0,0.2845262774173343,0.1669252671740779,0.4999716100705064,5.0,,0
cheng2020-anchor,256x256,45.0,0.2430146572956809,0.0499163831817964,0.939734549427338,5.0,,0
cheng2020-anchor,256x256,60.0,0.4225345292512435,0.2619284872759662,0.8556775944944025,5.0,,0
cheng2020-anchor,256x256,75.0,0.2002933738612591,0.1759265172767435,0.2494094371293852,5.0,,0
cheng2020-anchor,256x256,90.0,0.4047376362206142,0.0639284472284381,0.5525763551155469,5.0,,0
cheng2020-attn,256x256,0.0,0.2649694855162408,0.0356443660218086,0.6809628550830717,5.0,,0
cheng2020-attn,256x256,15.0,0.0869679595008707,0.0637378119342067,0.6518077003410542,5.0,,0
cheng2020-attn,256x256,30.0,0.1507332071396023,0.0752288231906189,0.3576775799762899,5.0,,0
cheng2020-attn,256x256,45.0,0.1835612717213194,0.0137475663148045,0.6373969859796997,5.0,,0
cheng2020-attn,256x256,60.0,0.0713079002593921,0.0748236846831898,0.550826470528504,5.0,,0
cheng2020-attn,256x256,75.0,0.1373650106980931,0.0906542538596854,0.1513900449318677,5.0,,0
cheng2020-attn,256x256,90.0,0.274644377446481,0.0412387799236769,0.6464581029830518,5.0,,0
bmshj2018-factorized,256x256,0.0,0.6531354764454608,0.2734774181950717,0.9383377468308484,5.0,,0
bmshj2018-factorized,256x256,15.0,0.4295095014807685,0.3595587267313839,0.9581090319288628,5.0,,0
bmshj2018-factorized,256x256,30.0,0.5416641579331858,0.3854969792602563,0.9182156534489236,5.0,,0
bmshj2018-factorized,256x256,45.0,0.6075749333671474,0.2643461645023464,0.9574342976659788,5.0,,0
bmshj2018-factorized,256x256,60.0,0.4179002428599717,0.3516362401781525,0.9881939251204092,5.0,,0
bmshj2018-factorized,256x256,75.0,0.5290869415045043,0.388070472104952,0.942315529936737,5.0,,0
bmshj2018-factorized,256x256,90.0,0.6603978754841651,0.2745789287862579,0.935670867726922,5.0,,0
bmshj2018-hyperprior,256x256,0.0,0.3906905596812719,0.1092208615364725,0.7404870548112761,5.0,,0
bmshj2018-hyperprior,256x256,15.0,0.1921978274298322,0.1522021146295088,0.7369582925940948,5.0,,0
bmshj2018-hyperprior,256x256,30.0,0.3092501531761727,0.1834730504381788,0.5115418671417957,5.0,,0
bmshj2018-hyperprior,256x256,45.0,0.3560283749456928,0.0930110669402035,0.7673695246864352,5.0,,0
bmshj2018-hyperprior,256x256,60.0,0.1509246722756765,0.1320551673890634,0.7067270959703214,5.0,,0
bmshj2018-hyperprior,256x256,75.0,0.2931985946737171,0.2138219609094029,0.4090642595955457,5.0,,0
bmshj2018-hyperprior,256x256,90.0,0.3946326397986892,0.1086216664174608,0.7345941260157175,5.0,,0
mbt2018-mean,256x256,0.0,0.1279183279602271,0.0788098215813444,0.4803014345525495,5.0,,0
mbt2018-mean,256x256,15.0,0.097979275585901,0.0675783556205147,0.2507246531512372,5.0,,0
mbt2018-mean,256x256,30.0,0.0932086488627774,0.088870075348224,0.1311735159386611,5.0,,0
mbt2018-mean,256x256,45.0,0.220361199766926,0.0546371313289927,0.4942383975772864,5.0,,0
mbt2018-mean,256x256,60.0,0.0843210995885262,0.0652116014332558,0.5057808194835436,5.0,,0
mbt2018-mean,256x256,75.0,0.1104794856852832,0.0922411940448902,0.1298836279319082,5.0,,0
mbt2018-mean,256x256,90.0,0.1340885960861425,0.0751674647639382,0.5014087050095036,5.0,,0
mbt2018,256x256,0.0,0.107404113516939,0.0760613471321404,0.6051954182582837,5.0,,0
mbt2018,256x256,15.0,0.0886101008936544,0.0619332600069722,0.1312826367092207,5.0,,0
mbt2018,256x256,30.0,0.0908697795271571,0.0582689659628073,0.2529429702462485,5.0,,0
mbt2018,256x256,45.0,0.1574210807868493,0.0911272669249353,0.5958431433858622,5.0,,0
mbt2018,256x256,60.0,0.1055181458124073,0.0418852939653266,0.1832368486007466,5.0,,0
mbt2018,256x256,75.0,0.1060001582023604,0.0583572989087299,0.2890592915745245,5.0,,0
mbt2018,256x256,90.0,0.1064378803658078,0.0668278159841522,0.5969058376895852,5.0,,0
jpegxl,256x256,0.0,0.0013431252224194,0.0010043638046917,0.0015010253347841,5.0,,0
jpegxl,256x256,15.0,0.0014996959462599,0.0012362454313993,0.0022506209656962,5.0,,0
jpegxl,256x256,30.0,0.0014794699460977,0.0015699117648742,0.0017224723049664,5.0,,0
jpegxl,256x256,45.0,0.0013894214877819,0.0010547392397837,0.0015461863003852,5.0,,0
jpegxl,256x256,60.0,0.0014069709514654,0.0011743380582306,0.0022132380688313,5.0,,0
jpegxl,256x256,75.0,0.0014172664639419,0.0015858854105826,0.0017041985490044,5.0,,0
jpegxl,256x256,90.0,0.0014393672842822,0.0011098747518728,0.0012999935102033,5.0,,0
webp,256x256,0.0,0.0017898374056958,0.0011281767740973,0.0018106006316009,5.0,,0
webp,256x256,15.0,0.0016216676302451,0.0014250188793029,0.0021884279203064,5.0,,0
webp,256x256,30.0,0.0017360400306388,0.0017754797378615,0.0016676738946816,5.0,,0
webp,256x256,45.0,0.0017962608698829,0.0012140556027348,0.0017564264401979,5.0,,0
webp,256x256,60.0,0.0017463751982282,0.0013922135401354,0.0022720376997829,5.0,,0
webp,256x256,75.0,0.0017069890042578,0.0017276954958495,0.0017090986757737,5.0,,0
webp,256x256,90.0,0.0017889390281364,0.0011385359154212,0.0018094566684645,5.0,,0
jpeg,256x256,0.0,0.0039852667311436,0.001682344063377,0.0052110810764629,5.0,,0
jpeg,256x256,15.0,0.0027641629984936,0.0022523045959937,0.0050653125548267,5.0,,0
jpeg,256x256,30.0,0.0031109645059442,0.0031599956829757,0.0031038407985027,5.0,,0
jpeg,256x256,45.0,0.0037170918920322,0.0018111575648544,0.0044450965798483,5.0,,0
jpeg,256x256,60.0,0.0029977326304247,0.0023610156399827,0.0052642166278027,5.0,,0
jpeg,256x256,75.0,0.0033345187669145,0.0030429991633869,0.0035036043537176,5.0,,0
jpeg,256x256,90.0,0.0038679649464272,0.0017383363408967,0.0052477457140345,5.0,,0
identity,256x256,0.0,5.3290705182007506e-15,5.287437154777308e-15,5.263151026113633e-15,,,0
identity,256x256,15.0,4.884981308350689e-15,4.8711035205428735e-15,4.742733983320591e-15,,,0
identity,256x256,30.0,4.6629367034256575e-15,4.7357950894166826e-15,4.884981308350689e-15,,,0
identity,256x256,45.0,4.884981308350689e-15,4.937023012629993e-15,4.926614671774132e-15,,,0
identity,256x256,60.0,4.884981308350689e-15,4.822531263215524e-15,4.801714581503802e-15,,,0
identity,256x256,75.0,4.884981308350689e-15,4.81906181626357e-15,4.853756285783106e-15,,,0
identity,256x256,90.0,5.3290705182007506e-15,5.474787290182803e-15,5.388051116383963e-15,,,0
ftic,256x256,0.0,0.0044412311378786,0.0020024671578874,0.040027621990008,6.0,,0
ftic,256x256,15.0,0.0031617324649185,0.0021696956466232,0.0069701944428684,6.0,,0
ftic,256x256,30.0,0.0037579490502428,0.0028354397635102,0.0061491823344867,6.0,,0
ftic,256x256,45.0,0.005208387043185,0.0020768782849659,0.0471675140563622,6.0,,0
ftic,256x256,60.0,0.003125673150816,0.0026300946965792,0.0097327638952416,6.0,,0
ftic,256x256,75.0,0.0044398600729657,0.0027009244967179,0.0059075424400132,6.0,,0
ftic,256x256,90.0,0.0043612710387052,0.002091026518977,0.0376380158046919,6.0,,0
tcm,256x256,0.0,0.0278957013878016,0.012818734590347,0.1253438684673026,,64.0,0
tcm,256x256,15.0,0.0155934728510049,0.0114571176913023,0.0459835129516676,,64.0,0
tcm,256x256,30.0,0.017254766849712,0.012358752312528,0.0192345131995719,,64.0,0
tcm,256x256,45.0,0.0348201628044042,0.0107479932330543,0.1292215794228721,,64.0,0
tcm,256x256,60.0,0.0133407718706046,0.0107059136339841,0.054787205737038,,64.0,0
tcm,256x256,75.0,0.016509127552749,0.013610906172296,0.0198166639676917,,64.0,0
tcm,256x256,90.0,0.0270372509170156,0.011832208960606,0.1123067530053822,,64.0,0
tcm,256x256,0.0,0.0019154725457493,0.0013301040345243,0.0098183291324771,,128.0,0
tcm,256x256,15.0,0.0016769592200668,0.0013709393065753,0.0024122648591674,,128.0,0
tcm,256x256,30.0,0.0018221647506938,0.0015840646592116,0.0022716446688026,,128.0,0
tcm,256x256,45.0,0.0019537638064314,0.0014667499778566,0.0070395408326242,,128.0,0
tcm,256x256,60.0,0.0016493293684739,0.0013809864360259,0.0022968346314844,,128.0,0
tcm,256x256,75.0,0.0016079827140937,0.0014841167654512,0.0022370880326035,,128.0,0
tcm,256x256,90.0,0.00197949764117,0.0012811802412195,0.0113787111610057,,128.0,0
cheng2020-anchor,256x256,0.0,0.7654815190861497,0.3407687672989526,0.6622132402457699,6.0,,0
cheng2020-anchor,256x256,15.0,0.960355569475124,0.4179343007524996,0.9434691452027564,6.0,,0
cheng2020-anchor,256x256,30.0,0.3308429958522778,0.2652528301288493,0.4784057893204828,6.0,,0
cheng2020-anchor,256x256,45.0,0.6640874723944118,0.0653368494826771,0.94707932801136,6.0,,0
cheng2020-anchor,256x256,60.0,0.9125789948992008,0.5574663098187385,0.9661065271394716,6.0,,0
cheng2020-anchor,256x256,75.0,0.2547114989495464,0.2044113408840577,0.4950851630110392,6.0,,0
cheng2020-anchor,256x256,90.0,0.4707170296497526,0.0774139304821808,0.6432211961603889,6.0,,0
cheng2020-attn,256x256,0.0,0.3058126278286805,0.041752079008358,0.6703096602668428,6.0,,0
cheng2020-attn,256x256,15.0,0.1188846574968852,0.0890821478678079,0.683891506637909,6.0,,0
cheng2020-attn,256x256,30.0,0.1699276491396507,0.0783344123827574,0.3642500005979818,6.0,,0
cheng2020-attn,256x256,45.0,0.190866428825207,0.0133561648659994,0.6125174906309664,6.0,,0
cheng2020-attn,256x256,60.0,0.067410767883773,0.0713744589967529,0.5644253964998633,6.0,,0
cheng2020-attn,256x256,75.0,0.1779941529836448,0.1102297491134529,0.1758889715618122,6.0,,0
cheng2020-attn,256x256,90.0,0.3083313398661339,0.0450822291188996,0.6415070075078396,6.0,,0
bmshj2018-factorized,256x256,0.0,0.456579955380106,0.1321507023459058,0.8002016340289013,6.0,,0
bmshj2018-factorized,256x256,15.0,0.2192975195817583,0.1937743122017899,0.8712824606276288,6.0,,0
bmshj2018-factorized,256x256,30.0,0.3575810975845909,0.2317680221661437,0.6012356341517495,6.0,,0
bmshj2018-factorized,256x256,45.0,0.4086438099723976,0.1576220301962473,0.833417748133086,6.0,,0
bmshj2018-factorized,256x256,60.0,0.2686749855606757,0.1754242726880181,0.8115936462789156,6.0,,0
bmshj2018-factorized,256x256,75.0,0.340825728823065,0.2640816849472472,0.547908585449176,6.0,,0
bmshj2018-factorized,256x256,90.0,0.4513371222589822,0.129504076069153,0.803735759353597,6.0,,0
bmshj2018-hyperprior,256x256,0.0,0.1480524563553114,0.0488541698306424,0.4503168009915693,6.0,,0
bmshj2018-hyperprior,256x256,15.0,0.0757532142476308,0.061439653569693,0.2526118741993789,6.0,,0
bmshj2018-hyperprior,256x256,30.0,0.0975347953263524,0.0817408844724157,0.1569962888684811,6.0,,0
bmshj2018-hyperprior,256x256,45.0,0.1401532772266925,0.0425653222261999,0.5568112234763571,6.0,,0
bmshj2018-hyperprior,256x256,60.0,0.0751305879313513,0.0694570122334766,0.2178461448494483,6.0,,0
bmshj2018-hyperprior,256x256,75.0,0.122517566565953,0.0878205081209991,0.128468405230363,6.0,,0
bmshj2018-hyperprior,256x256,90.0,0.1553105503908795,0.0474700322916808,0.4576329011189435,6.0,,0
mbt2018-mean,256x256,0.0,0.1241576976721761,0.0568315836993836,0.3667876745702084,6.0,,0
mbt2018-mean,256x256,15.0,0.0680991463701646,0.0486187573056554,0.2184604607056313,6.0,,0
mbt2018-mean,256x256,30.0,0.0868828570309596,0.0783902339167901,0.1349783421275351,6.0,,0
mbt2018-mean,256x256,45.0,0.1197266808037531,0.0383542150657743,0.4452161228664537,6.0,,0
mbt2018-mean,256x256,60.0,0.0563297791079123,0.052874645704091,0.2204490231065543,6.0,,0
mbt2018-mean,256x256,75.0,0.0890347268079826,0.078902253180621,0.1006277824312263,6.0,,0
mbt2018-mean,256x256,90.0,0.1262341559087072,0.0494999276133612,0.3683969743955999,6.0,,0
mbt2018,256x256,0.0,0.1155429241228584,0.1294992076652793,0.3379074090029355,6.0,,0
mbt2018,256x256,15.0,0.0932956979862794,0.0487027150294109,0.1702443037992107,6.0,,0
mbt2018,256x256,30.0,0.0732777096147338,0.0506523010759088,0.4427230571194488,6.0,,0
mbt2018,256x256,45.0,0.0758628855873489,0.0392166152677371,0.4429588708462951,6.0,,0
mbt2018,256x256,60.0,0.052893003563856,0.0369678359005284,0.1094735425838681,6.0,,0
mbt2018,256x256,75.0,0.07199956204347,0.0647963866910065,0.1085617007556537,6.0,,0
mbt2018,256x256,90.0,0.1198945277031175,0.1222619377747949,0.3386419182206565,6.0,,0
webp,256x256,0.0,0.0002484024373816,0.0001945085046167,0.0002551818215295,6.0,,0
webp,256x256,15.0,0.0002421497105605,0.000212207560107,0.0002692615617837,6.0,,0
webp,256x256,30.0,0.0002463482230524,0.0002452789320374,0.0002461929317966,6.0,,0
webp,256x256,45.0,0.0002597910831295,0.0002182032663706,0.0002521034679902,6.0,,0
webp,256x256,60.0,0.0002556262250261,0.0002161780355152,0.0002790737859864,6.0,,0
webp,256x256,75.0,0.0002417132448443,0.0002441398669196,0.0002454003211048,6.0,,0
webp,256x256,90.0,0.0002478331309766,0.0001966363438427,0.000246739437793,6.0,,0
jpeg,256x256,0.0,0.0003575411679908,0.0002246822638139,0.0004205880643481,6.0,,0
jpeg,256x256,15.0,0.0003062248241458,0.0002511156539516,0.0004360166518988,6.0,,0
jpeg,256x256,30.0,0.0003141630148714,0.0002968281713118,0.000325287722091,6.0,,0
jpeg,256x256,45.0,0.0003535303975875,0.0002407579302048,0.0003987350959878,6.0,,0
jpeg,256x256,60.0,0.0003130825140019,0.0002678028630571,0.0004307235006572,6.0,,0
jpeg,256x256,75.0,0.0003347557252194,0.0003058983416594,0.0003569545324058,6.0,,0
jpeg,256x256,90.0,0.0003509696435174,0.0002291399902708,0.0004117326930006,6.0,,0
jpegxl,256x256,0.0,0.0006804549235961,0.0005981933902522,0.000717703242374,6.0,,0
jpegxl,256x256,15.0,0.0007779784855153,0.0005802098424446,0.0009630477644465,6.0,,0
jpegxl,256x256,30.0,0.0007378955996976,0.0007046820975208,0.0007991665081616,6.0,,0
jpegxl,256x256,45.0,0.0007004803608472,0.0006035987018384,0.0007671054448209,6.0,,0
jpegxl,256x256,60.0,0.0007542270863195,0.0005754235382554,0.0009707448409046,6.0,,0
jpegxl,256x256,75.0,0.000710522448531,0.0006802663221615,0.0007593640878386,6.0,,0
jpegxl,256x256,90.0,0.0006999201667237,0.0006425362662159,0.0006535070222907,6.0,,0
ftic,512x512,0.0,0.0172060286418179,0.0138123960283338,0.0383146032591082,1.0,,0
ftic,512x512,15.0,0.0175290761793041,0.0140150911887158,0.0217854760113831,1.0,,0
ftic,512x512,30.0,0.0162870265161983,0.0148229893018591,0.0228251843325986,1.0,,0
ftic,512x512,45.0,0.019132128186285,0.0143229252906487,0.0446716656756544,1.0,,0
ftic,512x512,60.0,0.0166619093023154,0.0154313393334241,0.0259954138172375,1.0,,0
ftic,512x512,75.0,0.0168598801412587,0.0149060350263503,0.0194823408556563,1.0,,0
ftic,512x512,90.0,0.0170831503587446,0.0134849533691608,0.0383301598782418,1.0,,0
cheng2020-anchor,512x512,0.0,0.6849452078977758,0.171729568582555,0.829270849271895,1.0,,0
cheng2020-anchor,512x512,15.0,0.2704774759415229,0.2403721202288909,0.9721554845105318,1.0,,0
cheng2020-anchor,512x512,30.0,0.4051002112891636,0.2921158776150914,0.8113565144292263,1.0,,0
cheng2020-anchor,512x512,45.0,0.4601920630833463,0.0966014201939754,0.8926712354035995,1.0,,0
cheng2020-anchor,512x512,60.0,0.2548033765324904,0.2299877179461542,0.9039327694948038,1.0,,0
cheng2020-anchor,512x512,75.0,0.4690448574747704,0.4544004166288424,0.5015534634710472,1.0,,0
cheng2020-anchor,512x512,90.0,0.6915965239083474,0.1627872162964335,0.8219040290390167,1.0,,0
cheng2020-attn,512x512,0.0,0.5744176253294513,0.1540029364712639,0.8278693601006994,1.0,,0
cheng2020-attn,512x512,15.0,0.2738315827955103,0.2541697087886512,0.957598147976524,1.0,,0
cheng2020-attn,512x512,30.0,0.4941389492137356,0.3823024975062616,0.7628697843883934,1.0,,0
cheng2020-attn,512x512,45.0,0.5322962163258278,0.1049458617951076,0.8794854429876011,1.0,,0
cheng2020-attn,512x512,60.0,0.2371481656154567,0.2370029722940776,0.9161782092545776,1.0,,0
cheng2020-attn,512x512,75.0,0.4153970316631387,0.3663337154039556,0.5857138640775308,1.0,,0
cheng2020-attn,512x512,90.0,0.5743783667009127,0.1523840750326034,0.8293973438290076,1.0,,0
bmshj2018-factorized,512x512,0.0,0.9891267004611664,0.7218510174549613,0.9999925408221,1.0,,0
bmshj2018-factorized,512x512,15.0,0.971880870176002,0.6700584826865178,0.9961476610904976,1.0,,0
bmshj2018-factorized,512x512,30.0,0.9418141244102374,0.7610499163944899,0.9721328403418146,1.0,,0
bmshj2018-factorized,512x512,45.0,0.9516963838195008,0.7176167472557259,0.9721276251116496,1.0,,0
bmshj2018-factorized,512x512,60.0,0.9988974608397938,0.712256783057889,0.9999804049743444,1.0,,0
bmshj2018-factorized,512x512,75.0,0.9893226141915324,0.7470580049023999,0.999989171449662,1.0,,0
bmshj2018-factorized,512x512,90.0,0.9912481722945036,0.7262802488757585,0.9976558722427386,1.0,,0
bmshj2018-hyperprior,512x512,0.0,0.8609949975632779,0.4627902074351442,0.9987181931071684,1.0,,0
bmshj2018-hyperprior,512x512,15.0,0.9187387394051214,0.4828562749418464,0.9997833020579509,1.0,,0
bmshj2018-hyperprior,512x512,30.0,0.7451129371134086,0.5593628239320185,0.9308900542969434,1.0,,0
bmshj2018-hyperprior,512x512,45.0,0.8498017882796939,0.4489347599879977,0.9818818407609232,1.0,,0
bmshj2018-hyperprior,512x512,60.0,0.8777904936185086,0.5293297580720888,0.9998881393865224,1.0,,0
bmshj2018-hyperprior,512x512,75.0,0.779570739726321,0.7051766212075807,0.9999644642052168,1.0,,0
bmshj2018-hyperprior,512x512,90.0,0.8589336840129951,0.4702225630860888,0.9941205323590718,1.0,,0
mbt2018-mean,512x512,0.0,0.793449143751574,0.4253935381910972,0.9968088922027224,1.0,,0
mbt2018-mean,512x512,15.0,0.7880679123141769,0.4658384545870975,0.9944268683716364,1.0,,0
mbt2018-mean,512x512,30.0,0.6752300733348231,0.5177125119883592,0.9163350125380278,1.0,,0
mbt2018-mean,512x512,45.0,0.7701149048196221,0.4949904378430058,0.9430692661739488,1.0,,0
mbt2018-mean,512x512,60.0,0.7724702379168575,0.5208503144794637,0.9998899260715616,1.0,,0
mbt2018-mean,512x512,75.0,0.7114008784448199,0.519954434510687,0.9997545804608547,1.0,,0
mbt2018-mean,512x512,90.0,0.800410265396412,0.4324253751776513,0.9926454378209156,1.0,,0
mbt2018,512x512,0.0,0.7257449279266481,0.406481669367469,0.9924939554051584,1.0,,0
mbt2018,512x512,15.0,0.6399442205210463,0.4163989098774207,0.994537266233638,1.0,,0
mbt2018,512x512,30.0,0.6424615497423185,0.4599374507647445,0.9842683742822482,1.0,,0
mbt2018,512x512,45.0,0.6953914332427715,0.4732750600849154,0.9817263363851546,1.0,,0
mbt2018,512x512,60.0,0.7035005886684136,0.4507226435018461,0.9984051725827188,1.0,,0
mbt2018,512x512,75.0,0.6739003773599839,0.4338132703035161,0.9998919881184012,1.0,,0
mbt2018,512x512,90.0,0.7144413901356265,0.3814264347023006,0.989442274589052,1.0,,0
jpeg,512x512,0.0,0.0597413866077531,0.0201012602119099,0.1035820651600067,1.0,,0
jpeg,512x512,15.0,0.0361178015610706,0.0303924396982571,0.0911738047846478,1.0,,0
jpeg,512x512,30.0,0.0477274739746407,0.0466049327219179,0.0470859976890914,1.0,,0
jpeg,512x512,45.0,0.0617580184107949,0.020830722181612,0.0948300804901741,1.0,,0
jpeg,512x512,60.0,0.0385392402260317,0.0312870360639254,0.0985252627132628,1.0,,0
jpeg,512x512,75.0,0.0506521812889133,0.0446295268260742,0.0545943172646906,1.0,,0
jpeg,512x512,90.0,0.0581284044702283,0.0200205139762123,0.1041665599477939,1.0,,0
webp,512x512,0.0,0.0164777893101606,0.0084431487300836,0.0170159713137115,1.0,,0
webp,512x512,15.0,0.0135667159822895,0.0114737229371841,0.0201411887170354,1.0,,0
webp,512x512,30.0,0.014156481549145,0.0149708132818703,0.0129917086988842,1.0,,0
webp,512x512,45.0,0.0165661573572876,0.0082947279436412,0.0164920707851521,1.0,,0
webp,512x512,60.0,0.0131917360466436,0.0104027244658102,0.0196791906961194,1.0,,0
webp,512x512,75.0,0.0149865667628916,0.0155648220903765,0.013984574588907,1.0,,0
webp,512x512,90.0,0.0164437644287188,0.0086139069206939,0.0167591179625306,1.0,,0
jpegxl,512x512,0.0,0.0077011013515602,0.0045364005032045,0.0120056504511936,1.0,,0
jpegxl,512x512,15.0,0.0086098471660982,0.0076120405437719,0.0163289361750234,1.0,,0
jpegxl,512x512,30.0,0.0085498299964926,0.0093270446794412,0.0124422780795667,1.0,,0
jpegxl,512x512,45.0,0.0082504979378664,0.0053997791402429,0.0126315515377218,1.0,,0
jpegxl,512x512,60.0,0.008369277416186,0.0074550863462747,0.0177186610438121,1.0,,0
jpegxl,512x512,75.0,0.008528829900155,0.0086055078926281,0.0117150072019313,1.0,,0
jpegxl,512x512,90.0,0.0081623820297204,0.0056842690072895,0.0078691778435461,1.0,,0
ftic,512x512,0.0,0.0128939912779174,0.0091837020837864,0.0342230602078811,2.0,,0
ftic,512x512,15.0,0.0125124334783803,0.0101346995522223,0.0161674378545485,2.0,,0
ftic,512x512,30.0,0.0118796310981609,0.0104832533103793,0.0158438497176945,2.0,,0
ftic,512x512,45.0,0.0140852055441723,0.0117381529342901,0.0478536186682148,2.0,,0
ftic,512x512,60.0,0.0139442515773952,0.0123166752349572,0.0178720855207195,2.0,,0
ftic,512x512,75.0,0.0125311954350522,0.0101472410048524,0.0163670967534314,2.0,,0
ftic,512x512,90.0,0.0120747044980692,0.0091173408520157,0.0379605941224608,2.0,,0
cheng2020-anchor,512x512,0.0,0.6563588284796718,0.1525946511246894,0.8273122702583103,2.0,,0
cheng2020-anchor,512x512,15.0,0.2642356165001956,0.2243468864168619,0.9680896364123266,2.0,,0
cheng2020-anchor,512x512,30.0,0.4116247747399049,0.3083505515527153,0.8261158798453682,2.0,,0
cheng2020-anchor,512x512,45.0,0.4794626728952659,0.0738996807790587,0.9116667147205588,2.0,,0
cheng2020-anchor,512x512,60.0,0.2392768379608188,0.2361661247021106,0.9286605417775868,2.0,,0
cheng2020-anchor,512x512,75.0,0.4311518130025967,0.4281557340975961,0.4616674268687307,2.0,,0
cheng2020-anchor,512x512,90.0,0.65160292589192,0.155330145108832,0.8130528143729854,2.0,,0
cheng2020-attn,512x512,0.0,0.523222624762941,0.188266009662139,0.8500876127588093,2.0,,0
cheng2020-attn,512x512,15.0,0.2534905851504803,0.2178508987702933,0.9250252595932948,2.0,,0
cheng2020-attn,512x512,30.0,0.4619196369915616,0.3518135574231454,0.7969634613643214,2.0,,0
cheng2020-attn,512x512,45.0,0.5103320447886361,0.1281845387844837,0.8625446266752458,2.0,,0
cheng2020-attn,512x512,60.0,0.257531323361455,0.2540208772394124,0.917019303351706,2.0,,0
cheng2020-attn,512x512,75.0,0.4329411701040153,0.3550994492716289,0.57141333239663,2.0,,0
cheng2020-attn,512x512,90.0,0.5301728554645825,0.1683360614081676,0.8499549758240094,2.0,,0
bmshj2018-factorized,512x512,0.0,0.951705684729949,0.6575544200712928,0.999902048368958,2.0,,0
bmshj2018-factorized,512x512,15.0,0.9724056106219018,0.616213573684121,0.9908754819935576,2.0,,0
bmshj2018-factorized,512x512,30.0,0.935346486186198,0.6793927821151624,0.9782074477406488,2.0,,0
bmshj2018-factorized,512x512,45.0,0.9427921917923516,0.6180116011358511,0.9753351013171214,2.0,,0
bmshj2018-factorized,512x512,60.0,0.9960709005758392,0.6410420173017182,0.9999342347979754,2.0,,0
bmshj2018-factorized,512x512,75.0,0.9273253759664442,0.72269015623297,0.9999621726559664,2.0,,0
bmshj2018-factorized,512x512,90.0,0.9536808587510488,0.6590583459841791,0.9961994673284442,2.0,,0
bmshj2018-hyperprior,512x512,0.0,0.6210084206541617,0.3049599920438521,0.982754491543662,2.0,,0
bmshj2018-hyperprior,512x512,15.0,0.5610268640390661,0.4016759132097238,0.941456612177003,2.0,,0
bmshj2018-hyperprior,512x512,30.0,0.6453879939747241,0.5019530373298775,0.9509476395340618,2.0,,0
bmshj2018-hyperprior,512x512,45.0,0.7780972513978015,0.5754816626548478,0.9722747331484004,2.0,,0
bmshj2018-hyperprior,512x512,60.0,0.7998105441115423,0.4523494013367627,0.9978312131884464,2.0,,0
bmshj2018-hyperprior,512x512,75.0,0.6461830331265921,0.4082430214051405,0.984072269695596,2.0,,0
bmshj2018-hyperprior,512x512,90.0,0.6353988366553455,0.3095361246355949,0.9781990027957796,2.0,,0
mbt2018-mean,512x512,0.0,0.6295477550419002,0.3255037082703194,0.9746963893598964,2.0,,0
mbt2018-mean,512x512,15.0,0.6249356226802523,0.3564977483098163,0.9967700837514076,2.0,,0
mbt2018-mean,512x512,30.0,0.6066440393522085,0.5215854114143027,0.9728783403725294,2.0,,0
mbt2018-mean,512x512,45.0,0.7248393774226156,0.3867011441309663,0.9689202160366512,2.0,,0
mbt2018-mean,512x512,60.0,0.6642310577177222,0.4376034594873108,0.9979133697226474,2.0,,0
mbt2018-mean,512x512,75.0,0.616156349001207,0.3793364084526371,0.9732180980304244,2.0,,0
mbt2018-mean,512x512,90.0,0.630715299755549,0.3368543780575934,0.966281814650132,2.0,,0
mbt2018,512x512,0.0,0.6072614835480091,0.2828123757740404,0.908483515214924,2.0,,0
mbt2018,512x512,15.0,0.4365425455646406,0.3143238552437024,0.970398078280428,2.0,,0
mbt2018,512x512,30.0,0.5605031311043475,0.444327623031105,0.8944349219729077,2.0,,0
mbt2018,512x512,45.0,0.6647564994432491,0.3177736512348894,0.9377511389000066,2.0,,0
mbt2018,512x512,60.0,0.6328584253943825,0.3802360022040336,0.9664810811173346,2.0,,0
mbt2018,512x512,75.0,0.5812142687631882,0.3943195922911906,0.9119627848996582,2.0,,0
mbt2018,512x512,90.0,0.6049866722250705,0.2703270640316876,0.9073114767256858,2.0,,0
jpeg,512x512,0.0,0.0271165906479259,0.0094836328043602,0.042953548293117,2.0,,0
jpeg,512x512,15.0,0.0167056138696759,0.0137272780239174,0.0390470460105803,2.0,,0
